method,run,generation,best
BLX_sigma_0.01,2,85,0.05651046630499379
BLX_sigma_0.01,2,86,0.05651046630499379
BLX_sigma_0.01,2,87,0.05499547823182349
BLX_sigma_0.01,2,88,0.054865412738518304
BLX_sigma_0.01,2,89,0.05374280901101369
BLX_sigma_0.01,2,90,0.05293938755141703
BLX_sigma_0.01,2,91,0.05293938755141703
BLX_sigma_0.01,2,92,0.05293938755141703
BLX_sigma_0.01,2,93,0.05293938755141703
BLX_sigma_0.01,2,94,0.05293938755141703
BLX_sigma_0.01,2,95,0.05293938755141703
BLX_sigma_0.01,2,96,0.052892422143588025
BLX_sigma_0.01,2,97,0.0528113778749284
BLX_sigma_0.01,2,98,0.052779705448121716
BLX_sigma_0.01,2,99,0.052779705448121716
BLX_sigma_0.01,2,100,0.052779705448121716
BLX_sigma_0.01,2,101,0.05270754010629575
BLX_sigma_0.01,2,102,0.05264518999651102
BLX_sigma_0.01,2,103,0.05258973821594903
BLX_sigma_0.01,2,104,0.05258831827677024
BLX_sigma_0.01,2,105,0.05255489075861364
BLX_sigma_0.01,2,106,0.05081536131024866
BLX_sigma_0.01,2,107,0.05081536131024866
BLX_sigma_0.01,2,108,0.05081536131024866
BLX_sigma_0.01,2,109,0.05081536131024866
BLX_sigma_0.01,2,110,0.05081536131024866
BLX_sigma_0.01,2,111,0.05081536131024866
BLX_sigma_0.01,2,112,0.05081536131024866
BLX_sigma_0.01,2,113,0.04580991148929925
BLX_sigma_0.01,2,114,0.04580991148929925
BLX_sigma_0.01,2,115,0.04580991148929925
BLX_sigma_0.01,2,116,0.04580991148929925
BLX_sigma_0.01,2,117,0.04580991148929925
BLX_sigma_0.01,2,118,0.04580991148929925
BLX_sigma_0.01,2,119,0.04541059383451396
BLX_sigma_0.01,2,120,0.04541059383451396
BLX_sigma_0.01,2,121,0.04425136972242705
BLX_sigma_0.01,2,122,0.0439820055965745
BLX_sigma_0.01,2,123,0.0439820055965745
BLX_sigma_0.01,2,124,0.0439820055965745
BLX_sigma_0.01,2,125,0.04349065879382319
BLX_sigma_0.01,2,126,0.04287719170276705
BLX_sigma_0.01,2,127,0.042593141604899465
BLX_sigma_0.01,2,128,0.042593141604899465
BLX_sigma_0.01,2,129,0.04251354552208253
BLX_sigma_0.01,2,130,0.04251354552208253
BLX_sigma_0.01,2,131,0.04251354552208253
BLX_sigma_0.01,2,132,0.0424932268413174
BLX_sigma_0.01,2,133,0.04248582110584842
BLX_sigma_0.01,2,134,0.04247625736373373
BLX_sigma_0.01,2,135,0.0424719782692744
BLX_sigma_0.01,2,136,0.04245957153422175
